id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,时间
4910374517740628	,N4lT5wtGQ,"发布了头条文章：《政策机会。利弗莫尔：6.8复盘记录》  
政策机会。利弗莫尔：6.8复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404910374519701855'],,,,2023-06-08T15:06:18,微博 weibo.com,42,7,0,,,2023-06-08 15:06:18
4910013904588864	,N4cvsjfLW,"发布了头条文章：《创业板。利弗莫尔：6.7复盘记录》  
创业板。利弗莫尔：6.7复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404910013906026848'],,,,2023-06-07T15:13:21,微博 weibo.com,49,16,0,,,2023-06-07 15:13:21
4908200564625641	,N3rkIjpl7,"发布了头条文章：《无量。利弗莫尔：6.2复盘记录》  
无量。利弗莫尔：6.2复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404908200565801157'],,,,2023-06-02T15:07:47,微博 weibo.com,47,9,0,,,2023-06-02 15:07:47
4907472274328632	,N38o3ia4E,"发布了头条文章：《五月结束。利弗莫尔：5.31复盘记录》  
五月结束。利弗莫尔：5.31复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404907472275243249'],,,,2023-05-31T14:53:49,微博 weibo.com,61,15,0,,,2023-05-31 14:53:49
4907109986862541	,N2YXIsNg9,"发布了头条文章：《等一等。利弗莫尔：5.30复盘记录》  
等一等。利弗莫尔：5.30复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404907109987778565'],,,,2023-05-30T14:54:13,微博 weibo.com,46,6,0,,,2023-05-30 14:54:13
4906755455190225	,N2PJTlMdj,"发布了头条文章：《不及预期。利弗莫尔：5.29复盘记录》  
不及预期。利弗莫尔：5.29复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404906755455844370'],,,,2023-05-29T15:25:26,微博 weibo.com,54,11,0,,,2023-05-29 15:25:26
4905662108145265	,N2niqyaXf,"发布了头条文章：《时刻准备。利弗莫尔：5.26复盘记录》  
时刻准备。利弗莫尔：5.26复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404905662110105943'],,,,2023-05-26T15:00:52,微博 weibo.com,49,12,0,,,2023-05-26 15:00:52
4905299813598801	,N2dS5f6db,"发布了头条文章：《想不通。利弗莫尔：5.25复盘记录》  
想不通。利弗莫尔：5.25复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404905299810320776'],,,,2023-05-25T15:01:14,微博 weibo.com,41,11,0,,,2023-05-25 15:01:14
4904945096331519	,N24DXqz7h,"发布了头条文章：《弱。利弗莫尔：5.24复盘记录》  
弱。利弗莫尔：5.24复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404904945098031273'],,,,2023-05-24T15:31:43,微博 weibo.com,43,10,0,,,2023-05-24 15:31:43
4904586969875467	,N1VkkFr3J,"发布了头条文章：《空。利弗莫尔：5.23复盘记录》  
空。利弗莫尔：5.23复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404904586967384503'],,,,2023-05-23T15:48:39,微博 weibo.com,54,14,2,,,2023-05-23 15:48:39
4904211609292672	,N1LyUCZrO,"发布了头条文章：《弱势震荡。利弗莫尔：5.22复盘记录》  
弱势震荡。利弗莫尔：5.22复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404904211610730848'],,,,2023-05-22T14:57:06,微博 weibo.com,44,11,0,,,2023-05-22 14:57:06
4902767393507231	,N19ZxeIof,"发布了头条文章：《关键。利弗莫尔：5.18复盘记录》  
关键。利弗莫尔：5.18复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404902767394422821'],,,,2023-05-18T15:18:18,微博 weibo.com,56,14,0,,,2023-05-18 15:18:18
4902397300709349	,N10mC2Yx7,"发布了头条文章：《涨什么。利弗莫尔：5.17复盘记录》  
涨什么。利弗莫尔：5.17复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404902397301620977'],,,,2023-05-17T14:47:41,微博 weibo.com,55,11,0,,,2023-05-17 14:47:41
4902041653349590	,N0R6Ze3nE,"发布了头条文章：《等。利弗莫尔：5.16复盘记录》  
等。利弗莫尔：5.16复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404902041653739699'],,,,2023-05-16T15:14:28,微博 weibo.com,57,9,0,,,2023-05-16 15:14:28
4901678837140216	,N0HFNtXuM,"发布了头条文章：《超跌。利弗莫尔：5.15复盘记录》  
超跌。利弗莫尔：5.15复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404901678838317231'],,,,2023-05-15T15:12:46,微博 weibo.com,48,12,0,,,2023-05-15 15:12:46
4900590356792763	,N0fmbsv6H,"发布了头条文章：《加剧。利弗莫尔：5.12复盘记录》  
加剧。利弗莫尔：5.12复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404900590357708868'],,,,2023-05-12T15:07:32,微博 weibo.com,47,9,0,,,2023-05-12 15:07:32
4900221765550585	,N05LGnhXz,"发布了头条文章：《等待。利弗莫尔：5.11复盘记录》  
等待。利弗莫尔：5.11复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404900221762273476'],,,,2023-05-11T14:42:52,微博 weibo.com,59,14,0,,,2023-05-11 14:42:52
4899868776073550	,MFU2Fpu0u,"发布了头条文章：《判断。利弗莫尔：5.10复盘记录》  
判断。利弗莫尔：5.10复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404899868773843394'],,,,2023-05-10T15:20:14,微博 weibo.com,52,15,0,,,2023-05-10 15:20:14
4899505454188753	,MFKAFhzGx,"发布了头条文章：《牛市？。利弗莫尔：5.9复盘记录》  
牛市？。利弗莫尔：5.9复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404899505454841961'],,,,2023-05-09T15:16:31,微博 weibo.com,54,14,0,,,2023-05-09 15:16:31
4899139995569737	,MFB5dnmWt,"发布了头条文章：《大资金。利弗莫尔：5.8复盘记录》  
大资金。利弗莫尔：5.8复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404899139996745955'],,,,2023-05-08T15:04:19,微博 weibo.com,56,7,1,,,2023-05-08 15:04:19
4898056196327053	,MF8T9qxXf,"发布了头条文章：《等。利弗莫尔：5.5复盘记录》  
等。利弗莫尔：5.5复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404898056196980780'],,,,2023-05-05T15:17:41,微博 weibo.com,61,20,1,,,2023-05-05 15:17:41
4897703144724501	,MEZHIjP3D,"发布了头条文章：《预期。利弗莫尔：5.4复盘记录》  
预期。利弗莫尔：5.4复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404897703145636215'],,,,2023-05-04T15:54:47,微博 weibo.com,53,14,0,,,2023-05-04 15:54:47
4895510886876487	,ME4FOsQT5,"发布了头条文章：《假期。利弗莫尔：4.28复盘记录》  
假期。利弗莫尔：4.28复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404895510883336685'],,,,2023-04-28T14:43:32,微博 weibo.com,50,17,0,,,2023-04-28 14:43:32
4895155335988012	,MDVqlp7KQ,"发布了头条文章：《关注方向。利弗莫尔：4.27复盘记录》  
关注方向。利弗莫尔：4.27复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404895155332448665'],,,,2023-04-27T15:10:42,微博 weibo.com,49,9,1,,,2023-04-27 15:10:42
4894413183259564	,MDC7kdFXC,"发布了头条文章：《预期。利弗莫尔：4.25复盘记录》  
预期。利弗莫尔：4.25复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404894413183648081'],,,,2023-04-25T14:01:39,微博 weibo.com,57,13,0,,,2023-04-25 14:01:39
4894088702198101	,MDtFY9dPf,"发布了头条文章：《思考。利弗莫尔：4.24复盘记录》  
思考。利弗莫尔：4.24复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404894088699969822'],,,,2023-04-24T16:32:16,微博 weibo.com,55,12,0,,,2023-04-24 16:32:16
4893685730772374	,MDjc13eVE,"发布了头条文章：《周末闲谈——股市很奇怪，人更奇怪》  
周末闲谈——股市很奇怪，人更奇怪
 ",['https://weibo.com/ttarticle/p/show?id=2309404893685727756867'],,,,2023-04-23T13:51:01,微博 weibo.com,78,16,1,,,2023-04-23 13:51:01
4892976579348422	,MD0KdDdX0,"发布了头条文章：《还得注意。利弗莫尔：4.21复盘记录》  
还得注意。利弗莫尔：4.21复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404892976576070100'],,,,2023-04-21T14:53:06,微博 weibo.com,45,11,1,,,2023-04-21 14:53:06
4892626304631158	,MCRDgjqM6,"发布了头条文章：《明天留意。利弗莫尔：4.20复盘记录》  
明天留意。利弗莫尔：4.20复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404892626301354219'],,,,2023-04-20T15:41:13,微博 weibo.com,55,12,0,,,2023-04-20 15:41:13
4892259633596403	,MCI5Rf5Av,"发布了头条文章：《提前弱势。利弗莫尔：4.19复盘记录》  
提前弱势。利弗莫尔：4.19复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404892259631104407'],,,,2023-04-19T15:24:13,微博 weibo.com,57,19,1,,,2023-04-19 15:24:13
4890087937283266	,MBNB7uyI2,"发布了头条文章：《好事。利弗莫尔：4.13复盘记录》  
好事。利弗莫尔：4.13复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404890087937933450'],,,,2023-04-13T15:34:40,微博 weibo.com,81,28,1,,,2023-04-13 15:34:40
4889734978208440	,MBEpPyroc,"发布了头条文章：《胡乱猜测。利弗莫尔：4.12复盘记录》  
胡乱猜测。利弗莫尔：4.12复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404889734974406933'],,,,2023-04-12T16:12:07,微博 weibo.com,74,20,0,,,2023-04-12 16:12:07
4889373239414152	,MBv0nDv3a,"发布了头条文章：《寻找轮动。利弗莫尔：4.11复盘记录》  
寻找轮动。利弗莫尔：4.11复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404889373236658583'],,,,2023-04-11T16:14:43,微博 weibo.com,80,30,0,,,2023-04-11 16:14:43
4886464024810736	,MAhk6kbuw,"发布了头条文章：《向上。利弗莫尔：4.3复盘记录》  
向上。利弗莫尔：4.3复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404886464025722977'],,,,2023-04-03T15:34:32,微博 weibo.com,134,46,0,,,2023-04-03 15:34:32
4886100361085300	,MA7Ry4ykQ,"发布了头条文章：《四月的第一个周末》  
四月的第一个周末
 ",['https://weibo.com/ttarticle/p/show?id=2309404886100358332687'],,,,2023-04-02T15:29:27,微博 weibo.com,41,11,0,,,2023-04-02 15:29:27
4885378937655094	,MzP5Xw7rg,"发布了头条文章：《节点。利弗莫尔：3.31复盘记录》  
节点。利弗莫尔：3.31复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404885378938044697'],,,,2023-03-31T15:42:47,微博 weibo.com,36,9,0,,,2023-03-31 15:42:47
4885018620991402	,MzFIO49Um,"发布了头条文章：《滞后的上涨。利弗莫尔：3.30复盘记录》  
滞后的上涨。利弗莫尔：3.30复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404885018622165209'],,,,2023-03-30T15:51:01,微博 weibo.com,49,16,0,,,2023-03-30 15:51:01
4884663686397985	,MzwukqQpj,"发布了头条文章：《选择个股。利弗莫尔：3.29复盘记录》  
选择个股。利弗莫尔：3.29复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404884663683383725'],,,,2023-03-29T16:20:37,微博 weibo.com,47,16,0,,,2023-03-29 16:20:37
4884299654365301	,Mzn1bijC5,"发布了头条文章：《临界位。利弗莫尔：3.28复盘记录》  
临界位。利弗莫尔：3.28复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404884299651612978'],,,,2023-03-28T16:14:05,微博 weibo.com,45,7,0,,,2023-03-28 16:14:05
4883930455740292	,MzdpHo5jm,"发布了头条文章：《轮替。利弗莫尔：3.27复盘记录》  
轮替。利弗莫尔：3.27复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404883930456129757'],,,,2023-03-27T15:47:02,微博 weibo.com,46,9,1,,,2023-03-27 15:47:02
4882478224113887	,MyBDohgd1,"发布了头条文章：《进场。利弗莫尔：3.23复盘记录》  
进场。利弗莫尔：3.23复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404882478220575117'],,,,2023-03-23T15:36:22,微博 weibo.com,57,11,1,,,2023-03-23 15:36:22
4882113817482299	,Mys9Dvouf,"发布了头条文章：《一个压力。利弗莫尔：3.22复盘记录》  
一个压力。利弗莫尔：3.22复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404882113819181211'],,,,2023-03-22T15:28:22,微博 weibo.com,49,7,0,,,2023-03-22 15:28:22
4881744786622043	,MyiyqrMH9,"发布了头条文章：《震荡。利弗莫尔：3.21复盘记录》  
震荡。利弗莫尔：3.21复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404881744787800067'],,,,2023-03-21T15:01:58,微博 weibo.com,51,10,0,,,2023-03-21 15:01:58
4879920600190794	,Mxx6c0NDk,"发布了头条文章：《谨慎。利弗莫尔：3.16复盘记录》  
谨慎。利弗莫尔：3.16复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404879920601104507'],,,,2023-03-16T14:13:18,微博 weibo.com,51,15,0,,,2023-03-16 14:13:18
4879578340788361	,Mxoca3j5v,"发布了头条文章：《弱势震荡。利弗莫尔：3.15复盘记录》  
弱势震荡。利弗莫尔：3.15复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404879578341441643'],,,,2023-03-15T15:33:17,微博 weibo.com,58,16,0,,,2023-03-15 15:33:17
4879212303355975	,MxeFMe52D,"发布了头条文章：《跌买涨卖。利弗莫尔：3.14复盘记录》  
跌买涨卖。利弗莫尔：3.14复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404879212304531811'],,,,2023-03-14T15:18:47,微博 weibo.com,47,19,1,,,2023-03-14 15:18:47
4878846719168508	,Mx5a7Ct9a,"发布了头条文章：《震荡期。利弗莫尔：3.13复盘记录》  
震荡期。利弗莫尔：3.13复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404878846720868446'],,,,2023-03-13T15:06:05,微博 weibo.com,69,19,1,,,2023-03-13 15:06:05
4877759598560321	,MwCSHzUVH,"发布了头条文章：《空头衰竭。利弗莫尔：3.10复盘记录》  
空头衰竭。利弗莫尔：3.10复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404877759595020584'],,,,2023-03-10T15:06:15,微博 weibo.com,51,10,0,,,2023-03-10 15:06:15
4877661837460128	,MwAl1viIE,"发布了头条文章：《看空等阳。利弗莫尔：3.9复盘记录》  
看空等阳。利弗莫尔：3.9复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404877661833920985'],,,,2023-03-10T08:37:46,微博 weibo.com,33,4,0,,,2023-03-10 08:37:46
4877065692120148	,MwkPv8TxW,"发布了头条文章：《成交量。利弗莫尔：3.8复盘记录》  
成交量。利弗莫尔：3.8复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404877065689367035'],,,,2023-03-08T17:08:55,微博 weibo.com,41,7,1,,,2023-03-08 17:08:55
4876672655950390	,MwaBzoXY2,"发布了头条文章：《回调。利弗莫尔：3.7复盘记录》  
回调。利弗莫尔：3.7复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404876672653722029'],,,,2023-03-07T15:07:08,微博 weibo.com,46,13,2,,,2023-03-07 15:07:08
4875231292031880	,Mvz6N8wAg,"发布了头条文章：《权重。利弗莫尔：3.3复盘记录》  
权重。利弗莫尔：3.3复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404875231289540922'],,,,2023-03-03T15:39:40,微博 weibo.com,49,6,0,,,2023-03-03 15:39:40
4874858887908308	,Mvpq8xbjm,"发布了头条文章：《领军主力。利弗莫尔：3.2复盘记录》  
领军主力。利弗莫尔：3.2复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404874858889871599'],,,,2023-03-02T14:59:52,微博 weibo.com,52,15,2,,,2023-03-02 14:59:52
4873811188516896	,MuYaizJDi,"发布了头条文章：《无需悲伤，行情或将至》  
无需悲伤，行情或将至
 ",['https://weibo.com/ttarticle/p/show?id=2309404873811190480932'],,,,2023-02-27T17:36:41,微博 weibo.com,70,25,2,,,2023-02-27 17:36:41
